category,lawName,ENG,KOR
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Feb. 23, 2013]",[본조신설 2013. 2. 23.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 14, 2016]",[본조신설 2016. 3. 14.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Oct. 30, 2015]",[본조신설 2015. 10. 30.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Oct. 21, 2013]",[본조신설 2013. 10. 21.]
내국세,조세특례제한법 시행규칙,"(3) Deleted. <Mar. 14, 2016.>",③ 삭제 <2016. 3. 14.>
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 30, 2007]",[본조신설 2007. 3. 30.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 30, 2007]",[본조신설 2007. 3. 30.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 30, 2007]",[본조신설 2007. 3. 30.]
내국세,조세특례제한법 시행규칙,"4. Deleted. <Mar. 18, 2022>",4. 삭제 <2022. 3. 18.>
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 30, 2007]",[본조신설 2007. 3. 30.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 7, 2009]",[본조신설 2009. 4. 7.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 29, 2008]",[본조신설 2008. 4. 29.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 11, 2005]",[본조신설 2005. 3. 11.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 7, 2009]",[본조신설 2009. 4. 7.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 7, 2011]",[본조신설 2011. 4. 7.]
내국세,조세특례제한법 시행규칙,3. Meal expenses;,3. 식비
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 14, 2016]",[본조신설 2016. 3. 14.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 16, 2021]",[본조신설 2021. 3. 16.]
내국세,조세특례제한법 시행규칙,1. Articles of incorporation;,1. 정관
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 13, 2020]",[본조신설 2020. 3. 13.]
내국세,조세특례제한법 시행규칙,"(3) Deleted. <Mar. 28, 2001.>",③ 삭제 <2001. 3. 28.>
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 24, 2003]",[본조신설 2003. 3. 24.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 29, 2008]",[본조신설 2008. 4. 29.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Dec. 30, 2013]",[본조신설 2013. 12. 30.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 14, 2016]",[본조신설 2016. 3. 14.]
내국세,조세특례제한법 시행규칙,"(2) Deleted. <Apr. 17, 2006.>",② 삭제 <2006. 4. 17.>
내국세,조세특례제한법 시행규칙,"[Newly Inserted on Aug. 28, 2009]",[본조신설 2009. 8. 28.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 30, 2008]",[본조신설 2008. 4. 30.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Dec. 30, 2011]",[본조신설 2011. 12. 30.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Feb. 23, 2013]",[본조신설 2013. 2. 23.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 17, 2017]",[본조신설 2017. 3. 17.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 17, 2017]",[본조신설 2017. 3. 17.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on May 24, 1999]",[본조신설 1999. 5. 24.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on May 24, 1999]",[본조신설 1999. 5. 24.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on May 24, 1999]",[본조신설 1999. 5. 24.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 13, 2015]",[본조신설 2015. 3. 13.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on May 17, 2002]",[본조신설 2002. 5. 17.]
내국세,조세특례제한법 시행규칙,"[Newly Inserted on Feb. 28, 2012]",[본조신설 2012. 2. 28.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 17, 2017]",[본조신설 2017. 3. 17.]
내국세,조세특례제한법 시행규칙,"[Newly Inserted on Aug. 9, 2016]",[본조신설 2016. 8. 9.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 29, 2008]",[본조신설 2008. 4. 29.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Feb. 23, 2013]",[본조신설 2013. 2. 23.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 30, 2007]",[본조신설 2007. 3. 30.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 29, 2008]",[본조신설 2008. 4. 29.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 16, 2021]",[본조신설 2021. 3. 16.]
내국세,조세특례제한법 시행규칙,"[Newly Inserted on Mar. 6, 2004]",[본조신설 2004. 3. 6.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 16, 2021]",[본조신설 2021. 3. 16.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 20, 2010]",[본조신설 2010. 4. 20.]
내국세,조세특례제한법 시행규칙,"[Newly Inserted on Mar. 6, 2004]",[본조신설 2004. 3. 6.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 16, 2021]",[본조신설 2021. 3. 16.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 16, 2021]",[본조신설 2021. 3. 16.]
내국세,조세특례제한법 시행령,"2. Deleted; <by Presidential Decree No. 17034, Dec. 29, 2000>",2. 삭제 <2000. 12. 29.>
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 22583, Dec. 30, 2010]",[본조신설 2010. 12. 30.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 17458, Dec. 31, 2001]",[본조신설 2001. 12. 31.]
내국세,조세특례제한법 시행령,"1. Deleted; <by Presidential Decree No. 21064, Oct. 7, 2008>",1. 삭제 <2008. 10. 7.>
내국세,조세특례제한법 시행령,10. Broadcasting business;,10. 방송업
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 26959, Feb. 5, 2016]",[본조신설 2016. 2. 5.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 19888, Feb. 28, 2007]",[본조신설 2007. 2. 28.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 22583, Dec. 30, 2010]",[본조신설 2010. 12. 30.]
내국세,조세특례제한법 시행령,"(3) Deleted. <by Presidential Decree No. 27848, Feb. 7, 2017>",③ 삭제 <2017. 2. 7.>
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 21307, Feb. 4, 2009]",[본조신설 2009. 2. 4.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 19888, Feb. 28, 2007]",[본조신설 2007. 2. 28.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 25211, Feb. 21, 2014]",[본조신설 2014. 2. 21.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 27848, Feb. 7, 2017]",[본조신설 2017. 2. 7.]
내국세,조세특례제한법 시행령,"(2) Deleted. <by Presidential Decree No. 21307, Feb. 4, 2009>",② 삭제 <2009. 2. 4.>
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 28636, Feb. 13, 2018]",[본조신설 2018. 2. 13.]
내국세,조세특례제한법 시행령,1. A venture business;,1. 벤처기업
내국세,조세특례제한법 시행령,Final tax amount on the global income of the relevant taxable year - The tax amount computed by excluding the amount of income from exercising stock options of venture businesses from the global income of the relevant taxable period.,[본조신설 2014. 2. 21.]
내국세,조세특례제한법 시행령,"(2) Deleted. <by Presidential Decree No. 26070, Feb. 3, 2015>",② 삭제 <2015. 2. 3.>
내국세,조세특례제한법 시행령,"5. Deleted; <by Presidential Decree No. 16693, Jan. 10, 2000>",5. 삭제 <2000. 1. 10.>
내국세,조세특례제한법 시행령,"8. Deleted; <by Presidential Decree No. 25945, Dec. 30, 2014>",8. 삭제 <2014. 12. 30.>
내국세,조세특례제한법 시행령,"(1) Deleted. <by Presidential Decree No. 20620, Feb, 22. 2008>",① 삭제 <2008. 2. 22.>
내국세,조세특례제한법 시행령,"(3) Deleted. <by Presidential Decree No. 17829, Dec. 30, 2002>",③ 삭제 <2002. 12. 30.>
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 24368, Feb. 15, 2013]",[본조신설 2013. 2. 15.]
내국세,조세특례제한법 시행령,1. Agricultural products;,1. 농산물
내국세,조세특례제한법 시행령,2. Livestock products;,2. 축산물
내국세,조세특례제한법 시행령,3. Fishery products;,3. 수산물
내국세,조세특례제한법 시행령,4. Forest products;,4. 임산물
내국세,조세특례제한법 시행령,5. Minerals.,5. 광물
내국세,조세특례제한법 시행령,1. Resting places;,1. 휴게실
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 29527, Feb. 12, 2019]",[본조신설 2019. 2. 12.]
내국세,조세특례제한법 시행령,2. Mining;,2. 광업
내국세,조세특례제한법 시행령,3. Manufacturing;,3. 제조업
내국세,조세특례제한법 시행령,5. Construction;,5. 건설업
내국세,조세특례제한법 시행령,1. Formula:,1. 계산식
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 26070, Feb. 3, 2015]",[본조신설 2015. 2. 3.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 27848, Feb. 7, 2017]",[본조신설 2017. 2. 7.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 29527, Feb. 12, 2019]",[본조신설 2019. 2. 12.]
내국세,조세특례제한법 시행령,"(2) Deleted. <by Presidential Decree No. 22037, Feb. 18, 2010>",② 삭제 <2010. 2. 18.>
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 21064, Oct. 7, 2008]",[본조신설 2008. 10. 7.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 19329, Feb. 9, 2006]",[본조신설 2006. 2. 9.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 20620, Feb. 22, 2008]",[본조신설 2008. 2. 22.]
내국세,조세특례제한법 시행령,"2. Deleted; <by Presidential Decree No. 22953, Jun. 3, 2011>",2. 삭제 <2011. 6. 3.>
내국세,조세특례제한법 시행령,"3. Deleted; <by Presidential Decree No. 28636, Feb. 13, 2018>",3. 삭제 <2018. 2. 13.>
내국세,조세특례제한법 시행령,"3. Deleted; <by Presidential Decree No. 28636, Feb. 13, 2018>",3. 삭제 <2018. 2. 13.>
내국세,조세특례제한법 시행령,"(1) Deleted. <by Presidential Decree No. 17829, Dec. 30, 2002>",① 삭제 <2002. 12. 30.>
내국세,조세특례제한법 시행령,"(1) Deleted. <by Presidential Decree No. 21307, Feb. 4, 2009>",① 삭제 <2009. 2. 4.>
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 19888, Feb. 28, 2007]",[본조신설 2007. 2. 28.]
내국세,조세특례제한법 시행령,"(1) Deleted. <by Presidential Decree No. 21307, Feb. 4, 2009>",① 삭제 <2009. 2. 4.>
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 21545, Jun. 19, 2009]",[본조신설 2009. 6. 19.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 22037, Feb. 18, 2010]",[본조신설 2010. 2. 18.]
내국세,조세특례제한법 시행령,"1. Deleted; <by Presidential Decree No. 25945, Dec. 30, 2014>",1. 삭제 <2014. 12. 30.>
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 21545, Jun. 19, 2009]",[본조신설 2009. 6. 19.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 18176, Dec. 30, 2003]",[본조신설 2003. 12. 30.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 18704, Feb. 19, 2005]",[본조신설 2005. 2. 19.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 19888, Feb. 28, 2007]",[본조신설 2007. 2. 28.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 19888, Feb. 28, 2007]",[본조신설 2007. 2. 28.]
내국세,조세특례제한법 시행령,"Acquisition value of transferred stocks, etc. among stocks, etc. acquired by the re-investment - (Tax-deferred amount on stocks × Number of transferred stocks ÷ Number of stocks, etc. acquired by the re-investment)",[본조신설 2014. 2. 21.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 18176, Dec. 30, 2003]",[본조신설 2003. 12. 30.]
내국세,조세특례제한법 시행령,"(3) Deleted. <by Presidential Decree No. 27848, Feb. 7, 2017>",③ 삭제 <2017. 2. 7.>
내국세,조세특례제한법 시행령,"(5) Deleted. <by Presidential Decree No. 27848, Feb. 7, 2017>",⑤ 삭제 <2017. 2. 7.>
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 21545, Jun. 19, 2009]",[본조신설 2009. 6. 19.]
내국세,조세특례제한법 시행령,"(1) Deleted. <by Presidential Decree No. 17829, Dec. 30, 2002>",① 삭제 <2002. 12. 30.>
내국세,조세특례제한법 시행령,"(3) Deleted. <by Presidential Decree No. 17458, Dec. 31, 2001>",③ 삭제 <2001. 12. 31.>
내국세,조세특례제한법 시행령,"(6) Deleted. <by Presidential Decree No. 28636, Feb. 13, 2018>",⑥ 삭제 <2018. 2. 13.>
내국세,조세특례제한법 시행령,"4. Deleted; <by Presidential Decree No. 19888, Feb. 28, 2007>",4. 삭제 <2007. 2. 28.>
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 25211, Feb. 21, 2014]",[본조신설 2014. 2. 21.]
내국세,조세특례제한법 시행령,"(2) Deleted. <by Presidential Decree No. 26959, Feb. 5, 2016>",② 삭제 <2016. 2. 5.>
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 21307, Feb. 4, 2009]",[본조신설 2009. 2. 4.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 27848, Feb. 7, 2017]",[본조신설 2017. 2. 7.]
내국세,조세특례제한법 시행령,"{Advanced depreciation provision - (Number of shares transferred out of the shares of the enterprise, etc. taking exclusive charge of the development of the enterprise city, acquired by investment of land in kind / Number of the shares of the enterprise, etc. taking exclusive charge of the development of the enterprise city, acquired by investment of land in kind)}",[본조신설 2007. 2. 28.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 20620, Feb. 22, 2008]",[본조신설 2008. 2. 22.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 20620, Feb. 22, 2008]",[본조신설 2008. 2. 22.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 21307, Feb. 4, 2009]",[본조신설 2009. 2. 4.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 22037, Feb. 18, 2010]",[본조신설 2010. 2. 18.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 22037, Feb. 18, 2010]",[본조신설 2010. 2. 18.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 20211, Aug. 6, 2007]",[본조신설 2007. 8. 6.]
내국세,조세특례제한법 시행령,1. A natural disaster;,1. 천재지변
내국세,조세특례제한법 시행령,"(2) Deleted. <by Presidential Decree No. 19888, Feb. 28, 2007>",② 삭제 <2007. 2. 28.>
내국세,조세특례제한법 시행령,"(3) Deleted. <by Presidential Decree No. 17458, Dec. 31, 2001>",③ 삭제 <2001. 12. 31.>
내국세,조세특례제한법 시행령,"(2) Deleted. <by Presidential Decree No. 22037, Feb. 18, 2010>",② 삭제 <2010. 2. 18.>
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 21545, Jun. 19, 2009]",[본조신설 2009. 6. 19.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 24368, Feb. 15, 2013]",[본조신설 2013. 2. 15.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 25211, Feb. 21, 2014]",[본조신설 2014. 2. 21.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 25211, Feb. 21, 2014]",[본조신설 2014. 2. 21.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 26959, Feb. 5, 2016]",[본조신설 2016. 2. 5.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 26070, Feb. 3, 2015]",[본조신설 2015. 2. 3.]
내국세,조세특례제한법 시행령,"[This Article Newly Inserted by Presidential Decree No. 25211, Feb. 21, 2014]",[본조신설 2014. 2. 21.]
